mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.07239909172058105,0.02191359713490325,0.0,0.0,9,3,MaxAbsScaler(),"{'classifier__n_neighbors': 9, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.017797136306762697,0.007194059028942104,0.0,0.0,10,1,StandardScaler(),"{'classifier__n_neighbors': 10, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.07880206108093261,0.025373730487143125,0.023798227310180664,0.005636275356878674,10,1,MaxAbsScaler(),"{'classifier__n_neighbors': 10, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.02440199851989746,0.013163501955186103,0.0,0.0,10,2,StandardScaler(),"{'classifier__n_neighbors': 10, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.07960386276245117,0.05487595962308981,0.9958137989044189,0.12765498926138852,10,2,MaxAbsScaler(),"{'classifier__n_neighbors': 10, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8715124816446402,0.8729809104258444,0.8729809104258444,0.8715124816446402,0.8722654419345769,0.0006577706682888544,13,0.8729809104258444,0.8720866213984217,0.8730042209579739,0.872637181134153,0.8728207010460635,0.8727059269924913,0.0003364620851507283
0.026799774169921874,0.039605724417896615,0.0,0.0,10,3,StandardScaler(),"{'classifier__n_neighbors': 10, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.08479843139648438,0.03965428668246902,0.0,0.0,10,3,MaxAbsScaler(),"{'classifier__n_neighbors': 10, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.014999485015869141,0.003163346446407324,0.0,0.0,11,1,StandardScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.08939933776855469,0.04145929426935747,0.023804092407226564,0.008561212234529386,11,1,MaxAbsScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.02920060157775879,0.014512067838073425,0.0,0.0,11,2,StandardScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.10891990661621094,0.031183218543793804,1.1912158966064452,0.3827306670315379,11,2,MaxAbsScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8722466960352423,0.8729809104258444,0.8729809104258444,0.8715124816446402,0.8724122848126971,0.0005456920957010223,11,0.8729809104258444,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728160389396376,0.00010884661433022935
0.00879683494567871,0.0036573722513497764,0.0,0.0,11,3,StandardScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.10619626045227051,0.03575875010297093,0.0,0.0,11,3,MaxAbsScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.006603622436523437,0.0008006954601464439,0.0,0.0,12,1,StandardScaler(),"{'classifier__n_neighbors': 12, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.06660127639770508,0.0563373891468198,0.024802303314208983,0.019760903952193338,12,1,MaxAbsScaler(),"{'classifier__n_neighbors': 12, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.011399269104003906,0.00589038000543594,0.0,0.0,12,2,StandardScaler(),"{'classifier__n_neighbors': 12, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.08520636558532715,0.04568796138900704,0.8982983112335206,0.2773528713134197,12,2,MaxAbsScaler(),"{'classifier__n_neighbors': 12, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8722466960352423,0.8729809104258444,0.8729809104258444,0.8715124816446402,0.8724122848126971,0.0005456920957010223,11,0.8731644640234949,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728527496591676,0.00017129913876645
0.028999996185302735,0.017146200662064463,0.0,0.0,12,3,StandardScaler(),"{'classifier__n_neighbors': 12, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.09799957275390625,0.025004369243015575,0.0,0.0,12,3,MaxAbsScaler(),"{'classifier__n_neighbors': 12, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.022994470596313477,0.015781180589931918,0.0,0.0,13,1,StandardScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.0954019546508789,0.020538768248627593,0.04600205421447754,0.03886233899053973,13,1,MaxAbsScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.03580179214477539,0.039174304889493736,0.0,0.0,13,2,StandardScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.07780065536499023,0.01414697292597526,0.7562369346618653,0.10135347613037932,13,2,MaxAbsScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728160389396376,0.00010884661433022935
0.013799762725830078,0.005037733835992954,0.0,0.0,13,3,StandardScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
