mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_vectorization,param_vectorization__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.12160754203796387,0.002883172733050277,0.028588628768920897,0.0011956455945307505,5,CountVectorizer(),5000,"{'classifier__max_depth': 5, 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.8723404255319149,0.8729809104258444,0.8722466960352423,0.8722466960352423,0.8722466960352423,0.8724122848126973,0.0002866209252021056,4,0.8744493392070485,0.8741053404294366,0.8741053404294366,0.874288860341347,0.874288860341347,0.874247548149723,0.00013006082929785696
0.11960158348083497,0.0028744788544814224,0.031206274032592775,0.002043643969650022,5,TfidfVectorizer(),1000,"{'classifier__max_depth': 5, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1000}",0.871606749816581,0.8722466960352423,0.8729809104258444,0.8729809104258444,0.8715124816446402,0.8722655496696305,0.0006363907886247412,5,0.8744493392070485,0.8741053404294366,0.8741053404294366,0.874288860341347,0.8741053404294366,0.8742108441673411,0.00013882328587599507
0.11752381324768066,0.004650503741674598,0.033599853515625,0.004916721295979273,5,TfidfVectorizer(),1500,"{'classifier__max_depth': 5, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.871606749816581,0.8722466960352423,0.8729809104258444,0.8722466960352423,0.8715124816446402,0.8721187067915099,0.0005302389033176248,7,0.8744493392070485,0.8741053404294366,0.8741053404294366,0.874288860341347,0.8741053404294366,0.8742108441673411,0.00013882328587599507
0.11900019645690918,0.003410020639073856,0.031803321838378903,0.0016025130969322676,5,TfidfVectorizer(),2000,"{'classifier__max_depth': 5, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.871606749816581,0.8729809104258444,0.8729809104258444,0.8722466960352423,0.8715124816446402,0.8722655496696305,0.0006363907886247412,5,0.8744493392070485,0.8741053404294366,0.8741053404294366,0.874288860341347,0.8741053404294366,0.8742108441673411,0.00013882328587599507
0.11919608116149902,0.006497955222889558,0.03121185302734375,0.0014496917669576384,5,TfidfVectorizer(),5000,"{'classifier__max_depth': 5, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.871606749816581,0.8707782672540382,0.8729809104258444,0.8722466960352423,0.8715124816446402,0.8718250210352693,0.0007422811816246338,8,0.8742657856093979,0.8741053404294366,0.8741053404294366,0.874288860341347,0.8741053404294366,0.8741741334478108,8.456928160411762e-05
0.11999654769897461,0.005938649220384966,0.029000329971313476,0.0017857200621656496,10,CountVectorizer(),1000,"{'classifier__max_depth': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.8708730741012473,0.8722466960352423,0.8722466960352423,0.8707782672540382,0.8707782672540382,0.8713846001359616,0.000704749131351987,10,0.8751835535976505,0.8748394200770784,0.8746559001651679,0.8750229399889888,0.8750229399889888,0.8749449507635749,0.00018098780357920244
0.12120084762573242,0.007000198534939144,0.030002498626708986,0.001900334231141789,10,CountVectorizer(),1500,"{'classifier__max_depth': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.8701393983859135,0.8722466960352423,0.8722466960352423,0.8715124816446402,0.8707782672540382,0.8713847078710153,0.0008271564862062535,9,0.8751835535976505,0.8748394200770784,0.8746559001651679,0.8750229399889888,0.8750229399889888,0.8749449507635749,0.00018098780357920244
0.11800613403320312,0.006095134812405749,0.0286041259765625,0.0008025461561036984,10,CountVectorizer(),2000,"{'classifier__max_depth': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.8708730741012473,0.8722466960352423,0.8722466960352423,0.8715124816446402,0.869309838472834,0.8712377572578411,0.001091902289408362,12,0.8751835535976505,0.8748394200770784,0.8746559001651679,0.8750229399889888,0.8750229399889888,0.8749449507635749,0.00018098780357920244
0.12139244079589843,0.007141848377556161,0.029599523544311522,0.002794222483934729,10,CountVectorizer(),5000,"{'classifier__max_depth': 10, 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.8708730741012473,0.8722466960352423,0.8722466960352423,0.8707782672540382,0.8707782672540382,0.8713846001359616,0.000704749131351987,10,0.8751835535976505,0.8748394200770784,0.8746559001651679,0.8752064599008993,0.8750229399889888,0.874981654745957,0.00020945248780192448
0.121209716796875,0.0042595942146051585,0.030199193954467775,0.0019498927817082838,10,TfidfVectorizer(),1000,"{'classifier__max_depth': 10, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1000}",0.871606749816581,0.8715124816446402,0.8722466960352423,0.8715124816446402,0.869309838472834,0.8712376495227876,0.001002190673066003,13,0.8751835535976505,0.8750229399889888,0.8746559001651679,0.8752064599008993,0.8750229399889888,0.8750183587283391,0.00019702262909612235
0.12340202331542968,0.005989563491869503,0.030395364761352538,0.0014944188565489769,10,TfidfVectorizer(),1500,"{'classifier__max_depth': 10, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.871606749816581,0.8715124816446402,0.8722466960352423,0.8707782672540382,0.869309838472834,0.8710908066446672,0.0010049493465113866,14,0.8751835535976505,0.8750229399889888,0.8746559001651679,0.8752064599008993,0.8750229399889888,0.8750183587283391,0.00019702262909612235
0.12419061660766602,0.005602661433220707,0.03160395622253418,0.0022461501499845484,10,TfidfVectorizer(),2000,"{'classifier__max_depth': 10, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.871606749816581,0.8707782672540382,0.8722466960352423,0.8707782672540382,0.868575624082232,0.8707971208884263,0.0012403649532748348,19,0.8751835535976505,0.8750229399889888,0.8746559001651679,0.8752064599008993,0.8750229399889888,0.8750183587283391,0.00019702262909612235
0.1213998794555664,0.007336628804282714,0.03179664611816406,0.0023194461368117782,10,TfidfVectorizer(),5000,"{'classifier__max_depth': 10, 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.871606749816581,0.8715124816446402,0.8722466960352423,0.8707782672540382,0.869309838472834,0.8710908066446672,0.0010049493465113866,14,0.8751835535976505,0.8750229399889888,0.8746559001651679,0.8752064599008993,0.8750229399889888,0.8750183587283391,0.00019702262909612235
