mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__class_weight,param_classifier__l1_ratio,param_classifier__penalty,param_classifier__solver,param_vectorization,param_vectorization__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2852034568786621,0.12491856604128786,0.08832645416259766,0.07236782820848674,0.1,balanced,0.6,elasticnet,saga,TfidfVectorizer(),1000,"{'classifier__C': 0.1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1000}",0.8672046955245781,0.8634361233480177,0.869309838472834,0.8627019089574156,0.8627019089574156,0.8650708950520523,0.0026988299145598873,1,0.8645374449339207,0.8654799045696459,0.8640117452743623,0.8656634244815562,0.8656634244815562,0.8650711887482082,0.0006746610829100417
0.3264190673828125,0.11484070561810565,0.09180083274841308,0.07153161940210781,0.1,balanced,0.6,elasticnet,saga,TfidfVectorizer(),1500,"{'classifier__C': 0.1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.8672046955245781,0.8634361233480177,0.869309838472834,0.8627019089574156,0.8627019089574156,0.8650708950520523,0.0026988299145598873,1,0.8645374449339207,0.8654799045696459,0.8640117452743623,0.8656634244815562,0.8656634244815562,0.8650711887482082,0.0006746610829100417
0.22180280685424805,0.0093457116079921,0.10619754791259765,0.062284124424176045,0.1,balanced,0.6,elasticnet,saga,TfidfVectorizer(),2000,"{'classifier__C': 0.1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.8672046955245781,0.8634361233480177,0.869309838472834,0.8627019089574156,0.8627019089574156,0.8650708950520523,0.0026988299145598873,1,0.8645374449339207,0.8654799045696459,0.8640117452743623,0.8656634244815562,0.8656634244815562,0.8650711887482082,0.0006746610829100417
0.23199782371520997,0.05935294350776035,0.05900163650512695,0.0341974803066579,0.1,balanced,0.6,elasticnet,saga,TfidfVectorizer(),5000,"{'classifier__C': 0.1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.8672046955245781,0.8634361233480177,0.869309838472834,0.8627019089574156,0.8627019089574156,0.8650708950520523,0.0026988299145598873,1,0.8645374449339207,0.8654799045696459,0.8640117452743623,0.8656634244815562,0.8656634244815562,0.8650711887482082,0.0006746610829100417
0.45639686584472655,0.17588549090991135,0.10020179748535156,0.12650195307377166,1,balanced,0.4,elasticnet,saga,CountVectorizer(),1000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.8628026412325752,0.856093979441997,0.8678414096916299,0.8612334801762115,0.8568281938325991,0.8609599408750025,0.0042795769819276705,29,0.8638032305433186,0.8654799045696459,0.86309414571481,0.8632776656267205,0.8643787850981831,0.8640067463105355,0.0008619077995047828
0.3251748561859131,0.04093061635334134,0.03320932388305664,0.0020421561429392874,1,balanced,0.4,elasticnet,saga,CountVectorizer(),1500,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.8628026412325752,0.856093979441997,0.8678414096916299,0.8612334801762115,0.8568281938325991,0.8609599408750025,0.0042795769819276705,29,0.8638032305433186,0.8654799045696459,0.86309414571481,0.8632776656267205,0.8643787850981831,0.8640067463105355,0.0008619077995047828
0.3287935733795166,0.01879425335479165,0.038801050186157225,0.004308182172041841,1,balanced,0.4,elasticnet,saga,CountVectorizer(),2000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.8628026412325752,0.856093979441997,0.8678414096916299,0.8612334801762115,0.8568281938325991,0.8609599408750025,0.0042795769819276705,29,0.8638032305433186,0.8654799045696459,0.86309414571481,0.8632776656267205,0.8643787850981831,0.8640067463105355,0.0008619077995047828
0.29311356544494627,0.028949243727949207,0.03679189682006836,0.006050903484280885,1,balanced,0.4,elasticnet,saga,CountVectorizer(),5000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.8628026412325752,0.856093979441997,0.8678414096916299,0.8612334801762115,0.8568281938325991,0.8609599408750025,0.0042795769819276705,29,0.8638032305433186,0.8654799045696459,0.86309414571481,0.8632776656267205,0.8643787850981831,0.8640067463105355,0.0008619077995047828
0.2854012966156006,0.03801911394158398,0.04439806938171387,0.009991402390729775,1,balanced,0.4,elasticnet,saga,TfidfVectorizer(),1000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1000}",0.8598679383712399,0.8568281938325991,0.868575624082232,0.8582966226138032,0.8531571218795888,0.8593451001558925,0.005122521439655662,61,0.8616005873715125,0.8651128647458249,0.8627271058909892,0.8612589465957057,0.8623600660671683,0.8626119141342402,0.0013553415460786547
0.2718027591705322,0.035863767943053355,0.03700137138366699,0.0029670436902393847,1,balanced,0.4,elasticnet,saga,TfidfVectorizer(),1500,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.8598679383712399,0.8568281938325991,0.868575624082232,0.8582966226138032,0.8531571218795888,0.8593451001558925,0.005122521439655662,61,0.8616005873715125,0.8651128647458249,0.8627271058909892,0.8612589465957057,0.8623600660671683,0.8626119141342402,0.0013553415460786547
0.2541952133178711,0.016342963731733468,0.03740119934082031,0.005425200541952682,1,balanced,0.4,elasticnet,saga,TfidfVectorizer(),2000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.8598679383712399,0.8568281938325991,0.868575624082232,0.8582966226138032,0.8531571218795888,0.8593451001558925,0.005122521439655662,61,0.8616005873715125,0.8651128647458249,0.8627271058909892,0.8612589465957057,0.8623600660671683,0.8626119141342402,0.0013553415460786547
0.2604073524475098,0.00717288201120594,0.03738832473754883,0.0028053420083101106,1,balanced,0.4,elasticnet,saga,TfidfVectorizer(),5000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.4, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.8598679383712399,0.8568281938325991,0.868575624082232,0.8582966226138032,0.8531571218795888,0.8593451001558925,0.005122521439655662,61,0.8616005873715125,0.8651128647458249,0.8627271058909892,0.8612589465957057,0.8623600660671683,0.8626119141342402,0.0013553415460786547
0.361406946182251,0.07530747455357291,0.03679933547973633,0.0035442156922534077,1,balanced,0.5,elasticnet,saga,CountVectorizer(),1000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.8628026412325752,0.856093979441997,0.8678414096916299,0.8619676945668135,0.856093979441997,0.8609599408750025,0.004452434985945689,29,0.8638032305433186,0.8656634244815562,0.8627271058909892,0.8638282253624519,0.8643787850981831,0.8640801542752998,0.00095570076646864
0.3807976245880127,0.11333246811251553,0.03959813117980957,0.006118211653076855,1,balanced,0.5,elasticnet,saga,CountVectorizer(),1500,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.8628026412325752,0.856093979441997,0.8678414096916299,0.8619676945668135,0.856093979441997,0.8609599408750025,0.004452434985945689,29,0.8638032305433186,0.8656634244815562,0.8627271058909892,0.8638282253624519,0.8643787850981831,0.8640801542752998,0.00095570076646864
0.3188011169433594,0.041647105894081694,0.0546022891998291,0.03872261843593035,1,balanced,0.5,elasticnet,saga,CountVectorizer(),2000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.8628026412325752,0.856093979441997,0.8678414096916299,0.8619676945668135,0.856093979441997,0.8609599408750025,0.004452434985945689,29,0.8638032305433186,0.8656634244815562,0.8627271058909892,0.8638282253624519,0.8643787850981831,0.8640801542752998,0.00095570076646864
0.5340066909790039,0.1192397853206749,0.041790199279785153,0.006768942090726081,1,balanced,0.5,elasticnet,saga,CountVectorizer(),5000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 5000}",0.8628026412325752,0.856093979441997,0.8678414096916299,0.8619676945668135,0.856093979441997,0.8609599408750025,0.004452434985945689,29,0.8638032305433186,0.8656634244815562,0.8627271058909892,0.8638282253624519,0.8643787850981831,0.8640801542752998,0.00095570076646864
0.2648064613342285,0.04429211317810445,0.042801189422607425,0.01276166773050287,1,balanced,0.5,elasticnet,saga,TfidfVectorizer(),1000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1000}",0.8598679383712399,0.8568281938325991,0.868575624082232,0.8582966226138032,0.8531571218795888,0.8593451001558925,0.005122521439655662,61,0.8612334801762115,0.8651128647458249,0.8625435859790788,0.8612589465957057,0.8619930262433474,0.8624283807480337,0.001428609375412345
0.2878060817718506,0.051647397891289144,0.038597393035888675,0.0026561008141295275,1,balanced,0.5,elasticnet,saga,TfidfVectorizer(),1500,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 1500}",0.8598679383712399,0.8568281938325991,0.868575624082232,0.8582966226138032,0.8531571218795888,0.8593451001558925,0.005122521439655662,61,0.8612334801762115,0.8651128647458249,0.8625435859790788,0.8612589465957057,0.8619930262433474,0.8624283807480337,0.001428609375412345
0.36639995574951173,0.2417909911116682,0.06440019607543945,0.05680540971873344,1,balanced,0.5,elasticnet,saga,TfidfVectorizer(),2000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 2000}",0.8598679383712399,0.8568281938325991,0.868575624082232,0.8582966226138032,0.8531571218795888,0.8593451001558925,0.005122521439655662,61,0.8612334801762115,0.8651128647458249,0.8625435859790788,0.8612589465957057,0.8619930262433474,0.8624283807480337,0.001428609375412345
0.2831997871398926,0.047252405111369584,0.04519519805908203,0.006339732886220179,1,balanced,0.5,elasticnet,saga,TfidfVectorizer(),5000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.5, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': TfidfVectorizer(), 'vectorization__max_features': 5000}",0.8598679383712399,0.8568281938325991,0.868575624082232,0.8582966226138032,0.8531571218795888,0.8593451001558925,0.005122521439655662,61,0.8612334801762115,0.8651128647458249,0.8625435859790788,0.8612589465957057,0.8619930262433474,0.8624283807480337,0.001428609375412345
0.3502011299133301,0.056710396753183685,0.03859777450561523,0.006766723667773361,1,balanced,0.6,elasticnet,saga,CountVectorizer(),1000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1000}",0.8628026412325752,0.8568281938325991,0.868575624082232,0.8619676945668135,0.856093979441997,0.8612536266312434,0.004532712223312798,25,0.8639867841409692,0.8656634244815562,0.8629106258028996,0.8638282253624519,0.8643787850981831,0.864153568977212,0.0008954283141580188
0.34840025901794436,0.04480905148840788,0.039798545837402347,0.004399453855490618,1,balanced,0.6,elasticnet,saga,CountVectorizer(),1500,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 1500}",0.8628026412325752,0.8568281938325991,0.868575624082232,0.8619676945668135,0.856093979441997,0.8612536266312434,0.004532712223312798,25,0.8639867841409692,0.8656634244815562,0.8629106258028996,0.8638282253624519,0.8643787850981831,0.864153568977212,0.0008954283141580188
0.3327993869781494,0.012543821650690483,0.03739762306213379,0.002727690441395219,1,balanced,0.6,elasticnet,saga,CountVectorizer(),2000,"{'classifier__C': 1, 'classifier__class_weight': 'balanced', 'classifier__l1_ratio': 0.6, 'classifier__penalty': 'elasticnet', 'classifier__solver': 'saga', 'vectorization': CountVectorizer(), 'vectorization__max_features': 2000}",0.8628026412325752,0.8568281938325991,0.868575624082232,0.8619676945668135,0.856093979441997,0.8612536266312434,0.004532712223312798,25,0.8639867841409692,0.8656634244815562,0.8629106258028996,0.8638282253624519,0.8643787850981831,0.864153568977212,0.0008954283141580188
