mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__kernel,param_scaler,param_classifier__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.043402671813964844,0.061986157903092066,0.0,0.0,0.1,rbf,StandardScaler(),,"{'classifier__C': 0.1, 'classifier__kernel': 'rbf', 'scaler': StandardScaler()}",,,,,,,,31,,,,,,,
1.1154110431671143,0.37806786636423806,0.12840003967285157,0.03039342087975991,0.1,rbf,MaxAbsScaler(),,"{'classifier__C': 0.1, 'classifier__kernel': 'rbf', 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728527429220196,6.408375191235828e-05
0.012200593948364258,0.005416236864772175,0.0,0.0,0.01,rbf,StandardScaler(),,"{'classifier__C': 0.01, 'classifier__kernel': 'rbf', 'scaler': StandardScaler()}",,,,,,,,31,,,,,,,
1.139198112487793,0.27510266666183497,0.21521215438842772,0.05514220991004637,0.01,rbf,MaxAbsScaler(),,"{'classifier__C': 0.01, 'classifier__kernel': 'rbf', 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728527429220196,6.408375191235828e-05
0.026020574569702148,0.012060177787535797,0.0,0.0,1,rbf,StandardScaler(),,"{'classifier__C': 1, 'classifier__kernel': 'rbf', 'scaler': StandardScaler()}",,,,,,,,31,,,,,,,
0.895443058013916,0.40297897534753746,0.19798827171325684,0.10772265417367839,1,rbf,MaxAbsScaler(),,"{'classifier__C': 1, 'classifier__kernel': 'rbf', 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8715124816446402,0.8729809104258444,0.8715124816446402,0.8707782672540382,0.8718249133002157,0.0007606283245164541,8,0.8755506607929515,0.8757570196366306,0.8750229399889888,0.8757570196366306,0.8757570196366306,0.8755689319383665,0.00028445456236622565
0.00880279541015625,0.0025597126468220365,0.0,0.0,10,rbf,StandardScaler(),,"{'classifier__C': 10, 'classifier__kernel': 'rbf', 'scaler': StandardScaler()}",,,,,,,,31,,,,,,,
1.1660603523254394,0.3429284408161762,0.13582005500793456,0.03876454179138826,10,rbf,MaxAbsScaler(),,"{'classifier__C': 10, 'classifier__kernel': 'rbf', 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8715124816446402,0.8729809104258444,0.8715124816446402,0.8707782672540382,0.8718249133002157,0.0007606283245164541,8,0.8755506607929515,0.8757570196366306,0.8750229399889888,0.8757570196366306,0.8757570196366306,0.8755689319383665,0.00028445456236622565
0.024953460693359374,0.014251574976677013,0.0,0.0,100,rbf,StandardScaler(),,"{'classifier__C': 100, 'classifier__kernel': 'rbf', 'scaler': StandardScaler()}",,,,,,,,31,,,,,,,
1.6500369548797607,1.089626068409428,0.14221978187561035,0.05848867793325775,100,rbf,MaxAbsScaler(),,"{'classifier__C': 100, 'classifier__kernel': 'rbf', 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8715124816446402,0.8729809104258444,0.8715124816446402,0.8707782672540382,0.8718249133002157,0.0007606283245164541,8,0.8755506607929515,0.8757570196366306,0.8750229399889888,0.8757570196366306,0.8757570196366306,0.8755689319383665,0.00028445456236622565
0.007194137573242188,0.002398813117019433,0.0,0.0,0.1,poly,StandardScaler(),2,"{'classifier__C': 0.1, 'classifier__degree': 2, 'classifier__kernel': 'poly', 'scaler': StandardScaler()}",,,,,,,,31,,,,,,,
0.5693483829498291,0.19257415765801728,0.06999669075012208,0.03545542965219783,0.1,poly,MaxAbsScaler(),2,"{'classifier__C': 0.1, 'classifier__degree': 2, 'classifier__kernel': 'poly', 'scaler': MaxAbsScaler()}",0.8701393983859135,0.8715124816446402,0.8737151248164464,0.8707782672540382,0.868575624082232,0.870944179236654,0.00169034668375025,27,0.8755506607929515,0.8757570196366306,0.8750229399889888,0.8757570196366306,0.8757570196366306,0.8755689319383665,0.00028445456236622565
0.004400110244750977,0.0007998469192278829,0.0,0.0,0.1,poly,StandardScaler(),3,"{'classifier__C': 0.1, 'classifier__degree': 3, 'classifier__kernel': 'poly', 'scaler': StandardScaler()}",,,,,,,,31,,,,,,,
0.3906200885772705,0.01306715425743601,0.0468048095703125,0.0021356185426209496,0.1,poly,MaxAbsScaler(),3,"{'classifier__C': 0.1, 'classifier__degree': 3, 'classifier__kernel': 'poly', 'scaler': MaxAbsScaler()}",0.8708730741012473,0.8715124816446402,0.8737151248164464,0.8707782672540382,0.869309838472834,0.8712377572578411,0.0014334447473839627,11,0.8755506607929515,0.8757570196366306,0.8750229399889888,0.8757570196366306,0.8757570196366306,0.8755689319383665,0.00028445456236622565
0.004799747467041015,0.0013307709140975197,0.0,0.0,0.1,poly,StandardScaler(),4,"{'classifier__C': 0.1, 'classifier__degree': 4, 'classifier__kernel': 'poly', 'scaler': StandardScaler()}",,,,,,,,31,,,,,,,
